tokenizer,omitted_issue_date,n_omitted,n_remaining,metric,full_sample,omission_value,pct_change
MEL,20211115,10,390,P90,10228.800000000001,10228.800000000001,0.0
MEL,20211115,10,390,P95,19808.699999999997,19835.699999999997,0.136303745324029
MEL,20220115,10,390,mediana,882.0,872.0,-1.13378684807256
MEL,20220115,10,390,P90,10228.800000000001,10228.800000000001,0.0
MEL,20220115,10,390,P95,19808.699999999997,19703.84999999999,-0.5293128776749922
MEL,20220215,10,390,mediana,882.0,896.5,1.643990929705219
MEL,20220215,10,390,P90,10228.800000000001,10320.60000000001,0.8974659784139805
MEL,20220215,10,390,P95,19808.699999999997,19835.699999999997,0.136303745324029
MEL,20220415,10,390,mediana,882.0,882.0,0.0
MEL,20220415,10,390,P90,10228.800000000001,10320.60000000001,0.8974659784139805
MEL,20220415,10,390,P95,19808.699999999997,19835.699999999997,0.136303745324029
MEL,20220516,10,390,mediana,882.0,896.5,1.643990929705219
MEL,20220516,10,390,P90,10228.800000000001,10228.800000000001,0.0
MEL,20220516,10,390,P95,19808.699999999997,19835.699999999997,0.136303745324029
MEL,20220715,10,390,mediana,882.0,878.0,-0.45351473922902175
MEL,20220715,10,390,P90,10228.800000000001,10228.800000000001,0.0
MEL,20220715,10,390,P95,19808.699999999997,19703.84999999999,-0.5293128776749922
MEL,20220815,10,390,mediana,882.0,869.0,-1.473922902494329
MEL,20220815,10,390,P90,10228.800000000001,10228.800000000001,0.0
MEL,20220815,10,390,P95,19808.699999999997,19835.699999999997,0.136303745324029
MEL,20221015,10,390,mediana,882.0,911.0,3.287981859410438
MEL,20221015,10,390,P90,10228.800000000001,10320.60000000001,0.8974659784139805
MEL,20221015,10,390,P95,19808.699999999997,19835.699999999997,0.136303745324029
MEL,20221115,10,390,mediana,882.0,911.0,3.287981859410438
MEL,20221115,10,390,P90,10228.800000000001,10320.60000000001,0.8974659784139805
MEL,20221115,10,390,P95,19808.699999999997,19835.699999999997,0.136303745324029
MEL,20230116,10,390,mediana,882.0,869.0,-1.473922902494329
MEL,20230116,10,390,P90,10228.800000000001,8823.800000000025,-13.73572657594221
MEL,20230116,10,390,P95,19808.699999999997,19575.85,-1.1754935962481006
MEL,20230215,10,390,mediana,882.0,912.0,3.401360544217691
MEL,20230215,10,390,P90,10228.800000000001,10320.60000000001,0.8974659784139805
MEL,20230215,10,390,P95,19808.699999999997,19835.699999999997,0.136303745324029
MEL,20230415,10,390,mediana,882.0,882.0,0.0
MEL,20230415,10,390,P90,10228.800000000001,9853.10000000001,-3.6729626153604644
MEL,20230415,10,390,P95,19808.699999999997,19835.699999999997,0.136303745324029
MEL,20230515,10,390,mediana,882.0,882.0,0.0
MEL,20230515,10,390,P90,10228.800000000001,10320.60000000001,0.8974659784139805
MEL,20230515,10,390,P95,19808.699999999997,19835.699999999997,0.136303745324029
MEL,20230715,10,390,mediana,882.0,872.0,-1.13378684807256
MEL,20230715,10,390,P90,10228.800000000001,8823.800000000025,-13.73572657594221
MEL,20230715,10,390,P95,19808.699999999997,19575.85,-1.1754935962481006
MEL,20230815,10,390,mediana,882.0,878.0,-0.45351473922902175
MEL,20230815,10,390,P90,10228.800000000001,10320.60000000001,0.8974659784139805
MEL,20230815,10,390,P95,19808.699999999997,19835.699999999997,0.136303745324029
MEL,20231016,10,390,mediana,882.0,872.0,-1.13378684807256
MEL,20231016,10,390,P90,10228.800000000001,10320.60000000001,0.8974659784139805
MEL,20231016,10,390,P95,19808.699999999997,19835.699999999997,0.136303745324029
MEL,20231115,10,390,mediana,882.0,878.0,-0.45351473922902175
MEL,20231115,10,390,P90,10228.800000000001,9853.10000000001,-3.6729626153604644
MEL,20231115,10,390,P95,19808.699999999997,19703.84999999999,-0.5293128776749922
MEL,20240115,10,390,mediana,882.0,878.0,-0.45351473922902175
MEL,20240115,10,390,P90,10228.800000000001,10320.60000000001,0.8974659784139805
MEL,20240115,10,390,P95,19808.699999999997,19835.699999999997,0.136303745324029
MEL,20240215,10,390,mediana,882.0,882.0,0.0
MEL,20240215,10,390,P90,10228.800000000001,10228.800000000001,0.0
MEL,20240215,10,390,P95,19808.699999999997,19703.84999999999,-0.5293128776749922
MEL,20240415,10,390,mediana,882.0,911.0,3.287981859410438
MEL,20240415,10,390,P90,10228.800000000001,10320.60000000001,0.8974659784139805
MEL,20240415,10,390,P95,19808.699999999997,19835.699999999997,0.136303745324029
MEL,20240515,10,390,mediana,882.0,872.0,-1.13378684807256
MEL,20240515,10,390,P90,10228.800000000001,9853.10000000001,-3.6729626153604644
MEL,20240515,10,390,P95,19808.699999999997,19835.699999999997,0.136303745324029
MEL,20240715,11,389,mediana,882.0,875.0,-0.7936507936507908
MEL,20240715,11,389,P90,10228.800000000001,10234.599999999999,0.056702643516315376
MEL,20240715,11,389,P95,19808.699999999997,19715.199999999993,-0.4720148217702502
MEL,20240815,10,390,mediana,882.0,882.0,0.0
MEL,20240815,10,390,P90,10228.800000000001,10320.60000000001,0.8974659784139805
MEL,20240815,10,390,P95,19808.699999999997,19835.699999999997,0.136303745324029
MEL,20241015,10,390,mediana,882.0,879.0,-0.3401360544217691
MEL,20241015,10,390,P90,10228.800000000001,9853.10000000001,-3.6729626153604644
MEL,20241015,10,390,P95,19808.699999999997,19575.85,-1.1754935962481006
MEL,20241115,9,391,mediana,882.0,881.0,-0.11337868480725266
MEL,20241115,9,391,P90,10228.800000000001,10281.0,0.5103237916471048
MEL,20241115,9,391,P95,19808.699999999997,19833.0,0.1226733707916372
MEL,20250115,10,390,mediana,882.0,882.0,0.0
MEL,20250115,10,390,P90,10228.800000000001,8823.800000000025,-13.73572657594221
MEL,20250115,10,390,P95,19808.699999999997,19575.85,-1.1754935962481006
MEL,20250215,10,390,mediana,882.0,896.5,1.643990929705219
MEL,20250215,10,390,P90,10228.800000000001,10320.60000000001,0.8974659784139805
MEL,20250215,10,390,P95,19808.699999999997,19835.699999999997,0.136303745324029
MEL,20250415,10,390,mediana,882.0,882.0,0.0
MEL,20250415,10,390,P90,10228.800000000001,8438.600000000035,-17.501564210855292
MEL,20250415,10,390,P95,19808.699999999997,19703.84999999999,-0.5293128776749922
MEL,20250515,10,390,mediana,882.0,896.5,1.643990929705219
MEL,20250515,10,390,P90,10228.800000000001,10320.60000000001,0.8974659784139805
MEL,20250515,10,390,P95,19808.699999999997,19835.699999999997,0.136303745324029
MEL,20250715,10,390,mediana,882.0,911.0,3.287981859410438
MEL,20250715,10,390,P90,10228.800000000001,10228.800000000001,0.0
MEL,20250715,10,390,P95,19808.699999999997,19835.699999999997,0.136303745324029
MEL,20250815,10,390,mediana,882.0,878.0,-0.45351473922902175
MEL,20250815,10,390,P90,10228.800000000001,10228.800000000001,0.0
MEL,20250815,10,390,P95,19808.699999999997,19835.699999999997,0.136303745324029
MEL,20251015,10,390,mediana,882.0,911.0,3.287981859410438
MEL,20251015,10,390,P90,10228.800000000001,8864.900000000034,-13.333919912403868
MEL,20251015,10,390,P95,19808.699999999997,19703.84999999999,-0.5293128776749922
MEL,20251115,10,390,mediana,882.0,896.5,1.643990929705219
MEL,20251115,10,390,P90,10228.800000000001,10320.60000000001,0.8974659784139805
MEL,20251115,10,390,P95,19808.699999999997,19835.699999999997,0.136303745324029
MrBERT-legal,20210115,10,390,mediana,899.0,893.5,-0.6117908787541704
MrBERT-legal,20210115,10,390,P90,11013.800000000001,10805.000000000005,-1.8958034465851537
MrBERT-legal,20210115,10,390,P95,19358.94999999991,20348.44999999991,5.111330934787284
MrBERT-legal,20210215,10,390,mediana,899.0,899.0,0.0
MrBERT-legal,20210215,10,390,P90,11013.800000000001,11059.000000000007,0.410394232689959
MrBERT-legal,20210215,10,390,P95,19358.94999999991,20348.44999999991,5.111330934787284
MrBERT-legal,20210415,10,390,mediana,899.0,899.0,0.0
MrBERT-legal,20210415,10,390,P90,11013.800000000001,10805.000000000005,-1.8958034465851537
