tokenizer,omitted_issue_date,n_omitted,n_remaining,metric,full_sample,omission_value,pct_change
MrBERT-legal,20210415,10,390,P95,19358.94999999991,18577.14999999999,-4.038442167575839
MrBERT-legal,20210515,10,390,mediana,899.0,906.0,0.7786429365962189
MrBERT-legal,20210515,10,390,P90,11013.800000000001,10806.800000000007,-1.87946031342493
MrBERT-legal,20210515,10,390,P95,19358.94999999991,18999.899999999972,-1.854697697963681
MrBERT-legal,20210715,10,390,mediana,899.0,899.0,0.0
MrBERT-legal,20210715,10,390,P90,11013.800000000001,11013.800000000001,0.0
MrBERT-legal,20210715,10,390,P95,19358.94999999991,18999.899999999972,-1.854697697963681
MrBERT-legal,20210816,10,390,mediana,899.0,899.0,0.0
MrBERT-legal,20210816,10,390,P90,11013.800000000001,11013.800000000001,0.0
MrBERT-legal,20210816,10,390,P95,19358.94999999991,20348.44999999991,5.111330934787284
MrBERT-legal,20211015,10,390,mediana,899.0,920.5,2.391546162402669
MrBERT-legal,20211015,10,390,P90,11013.800000000001,11013.800000000001,0.0
MrBERT-legal,20211015,10,390,P95,19358.94999999991,18999.899999999972,-1.854697697963681
MrBERT-legal,20211115,10,390,mediana,899.0,893.5,-0.6117908787541704
MrBERT-legal,20211115,10,390,P90,11013.800000000001,11013.800000000001,0.0
MrBERT-legal,20211115,10,390,P95,19358.94999999991,20348.44999999991,5.111330934787284
MrBERT-legal,20220115,10,390,mediana,899.0,888.5,-1.1679644048943283
MrBERT-legal,20220115,10,390,P90,11013.800000000001,11013.800000000001,0.0
MrBERT-legal,20220115,10,390,P95,19358.94999999991,18999.899999999972,-1.854697697963681
MrBERT-legal,20220215,10,390,mediana,899.0,906.0,0.7786429365962189
MrBERT-legal,20220215,10,390,P90,11013.800000000001,11059.000000000007,0.410394232689959
MrBERT-legal,20220215,10,390,P95,19358.94999999991,20348.44999999991,5.111330934787284
MrBERT-legal,20220415,10,390,mediana,899.0,899.0,0.0
MrBERT-legal,20220415,10,390,P90,11013.800000000001,11059.000000000007,0.410394232689959
MrBERT-legal,20220415,10,390,P95,19358.94999999991,20348.44999999991,5.111330934787284
MrBERT-legal,20220516,10,390,mediana,899.0,906.0,0.7786429365962189
MrBERT-legal,20220516,10,390,P90,11013.800000000001,11013.800000000001,0.0
MrBERT-legal,20220516,10,390,P95,19358.94999999991,20348.44999999991,5.111330934787284
MrBERT-legal,20220715,10,390,mediana,899.0,893.5,-0.6117908787541704
MrBERT-legal,20220715,10,390,P90,11013.800000000001,11013.800000000001,0.0
MrBERT-legal,20220715,10,390,P95,19358.94999999991,18999.899999999972,-1.854697697963681
MrBERT-legal,20220815,10,390,mediana,899.0,883.0,-1.7797552836484987
MrBERT-legal,20220815,10,390,P90,11013.800000000001,11013.800000000001,0.0
MrBERT-legal,20220815,10,390,P95,19358.94999999991,20348.44999999991,5.111330934787284
MrBERT-legal,20221015,10,390,mediana,899.0,915.5,1.8353726362625222
MrBERT-legal,20221015,10,390,P90,11013.800000000001,11059.000000000007,0.410394232689959
MrBERT-legal,20221015,10,390,P95,19358.94999999991,20348.44999999991,5.111330934787284
MrBERT-legal,20221115,10,390,mediana,899.0,915.5,1.8353726362625222
MrBERT-legal,20221115,10,390,P90,11013.800000000001,11059.000000000007,0.410394232689959
MrBERT-legal,20221115,10,390,P95,19358.94999999991,20348.44999999991,5.111330934787284
MrBERT-legal,20230116,10,390,mediana,899.0,883.0,-1.7797552836484987
MrBERT-legal,20230116,10,390,P90,11013.800000000001,9036.600000000039,-17.952023824655996
MrBERT-legal,20230116,10,390,P95,19358.94999999991,18577.14999999999,-4.038442167575839
MrBERT-legal,20230215,10,390,mediana,899.0,920.5,2.391546162402669
MrBERT-legal,20230215,10,390,P90,11013.800000000001,11059.000000000007,0.410394232689959
MrBERT-legal,20230215,10,390,P95,19358.94999999991,20348.44999999991,5.111330934787284
MrBERT-legal,20230415,10,390,mediana,899.0,899.0,0.0
MrBERT-legal,20230415,10,390,P90,11013.800000000001,10805.000000000005,-1.8958034465851537
MrBERT-legal,20230415,10,390,P95,19358.94999999991,20348.44999999991,5.111330934787284
MrBERT-legal,20230515,10,390,mediana,899.0,899.0,0.0
MrBERT-legal,20230515,10,390,P90,11013.800000000001,11059.000000000007,0.410394232689959
MrBERT-legal,20230515,10,390,P95,19358.94999999991,20348.44999999991,5.111330934787284
MrBERT-legal,20230715,10,390,mediana,899.0,888.5,-1.1679644048943283
MrBERT-legal,20230715,10,390,P90,11013.800000000001,10560.600000000006,-4.114837749005751
MrBERT-legal,20230715,10,390,P95,19358.94999999991,18577.14999999999,-4.038442167575839
MrBERT-legal,20230815,10,390,mediana,899.0,899.0,0.0
MrBERT-legal,20230815,10,390,P90,11013.800000000001,11059.000000000007,0.410394232689959
MrBERT-legal,20230815,10,390,P95,19358.94999999991,20348.44999999991,5.111330934787284
MrBERT-legal,20231016,10,390,mediana,899.0,888.5,-1.1679644048943283
MrBERT-legal,20231016,10,390,P90,11013.800000000001,11059.000000000007,0.410394232689959
MrBERT-legal,20231016,10,390,P95,19358.94999999991,20348.44999999991,5.111330934787284
MrBERT-legal,20231115,10,390,mediana,899.0,893.5,-0.6117908787541704
MrBERT-legal,20231115,10,390,P90,11013.800000000001,11013.800000000001,0.0
MrBERT-legal,20231115,10,390,P95,19358.94999999991,18999.899999999972,-1.854697697963681
MrBERT-legal,20240115,10,390,mediana,899.0,893.5,-0.6117908787541704
MrBERT-legal,20240115,10,390,P90,11013.800000000001,11059.000000000007,0.410394232689959
MrBERT-legal,20240115,10,390,P95,19358.94999999991,20348.44999999991,5.111330934787284
MrBERT-legal,20240215,10,390,mediana,899.0,906.0,0.7786429365962189
MrBERT-legal,20240215,10,390,P90,11013.800000000001,11013.800000000001,0.0
MrBERT-legal,20240215,10,390,P95,19358.94999999991,18999.899999999972,-1.854697697963681
MrBERT-legal,20240415,10,390,mediana,899.0,915.5,1.8353726362625222
MrBERT-legal,20240415,10,390,P90,11013.800000000001,11059.000000000007,0.410394232689959
MrBERT-legal,20240415,10,390,P95,19358.94999999991,20348.44999999991,5.111330934787284
MrBERT-legal,20240515,10,390,mediana,899.0,888.5,-1.1679644048943283
MrBERT-legal,20240515,10,390,P90,11013.800000000001,10805.000000000005,-1.8958034465851537
MrBERT-legal,20240515,10,390,P95,19358.94999999991,20348.44999999991,5.111330934787284
MrBERT-legal,20240715,11,389,mediana,899.0,890.0,-1.0011123470522798
MrBERT-legal,20240715,11,389,P90,11013.800000000001,11015.6,0.01634313316021263
MrBERT-legal,20240715,11,389,P95,19358.94999999991,19028.79999999998,-1.7054127419097176
MrBERT-legal,20240815,10,390,mediana,899.0,899.0,0.0
MrBERT-legal,20240815,10,390,P90,11013.800000000001,11059.000000000007,0.410394232689959
MrBERT-legal,20240815,10,390,P95,19358.94999999991,20348.44999999991,5.111330934787284
MrBERT-legal,20241015,10,390,mediana,899.0,893.5,-0.6117908787541704
MrBERT-legal,20241015,10,390,P90,11013.800000000001,10805.000000000005,-1.8958034465851537
MrBERT-legal,20241015,10,390,P95,19358.94999999991,18577.14999999999,-4.038442167575839
MrBERT-legal,20241115,9,391,mediana,899.0,897.0,-0.22246941045606095
MrBERT-legal,20241115,9,391,P90,11013.800000000001,11012.0,-0.016343133160223733
MrBERT-legal,20241115,9,391,P95,19358.94999999991,20249.5,4.600197841309028
MrBERT-legal,20250115,10,390,mediana,899.0,899.0,0.0
MrBERT-legal,20250115,10,390,P90,11013.800000000001,10560.600000000006,-4.114837749005751
MrBERT-legal,20250115,10,390,P95,19358.94999999991,18577.14999999999,-4.038442167575839
MrBERT-legal,20250215,10,390,mediana,899.0,906.0,0.7786429365962189
MrBERT-legal,20250215,10,390,P90,11013.800000000001,11059.000000000007,0.410394232689959
MrBERT-legal,20250215,10,390,P95,19358.94999999991,20348.44999999991,5.111330934787284
MrBERT-legal,20250415,10,390,mediana,899.0,899.0,0.0
MrBERT-legal,20250415,10,390,P90,11013.800000000001,10560.600000000006,-4.114837749005751
MrBERT-legal,20250415,10,390,P95,19358.94999999991,18999.899999999972,-1.854697697963681
MrBERT-legal,20250515,10,390,mediana,899.0,906.0,0.7786429365962189
MrBERT-legal,20250515,10,390,P90,11013.800000000001,11059.000000000007,0.410394232689959
MrBERT-legal,20250515,10,390,P95,19358.94999999991,20348.44999999991,5.111330934787284
MrBERT-legal,20250715,10,390,mediana,899.0,915.5,1.8353726362625222
MrBERT-legal,20250715,10,390,P90,11013.800000000001,11013.800000000001,0.0
MrBERT-legal,20250715,10,390,P95,19358.94999999991,18999.899999999972,-1.854697697963681
MrBERT-legal,20250815,10,390,mediana,899.0,893.5,-0.6117908787541704
MrBERT-legal,20250815,10,390,P90,11013.800000000001,11013.800000000001,0.0
MrBERT-legal,20250815,10,390,P95,19358.94999999991,20348.44999999991,5.111330934787284
MrBERT-legal,20251015,10,390,mediana,899.0,915.5,1.8353726362625222
MrBERT-legal,20251015,10,390,P90,11013.800000000001,10583.600000000011,-3.906008825291818
MrBERT-legal,20251015,10,390,P95,19358.94999999991,18999.899999999972,-1.854697697963681
MrBERT-legal,20251115,10,390,mediana,899.0,906.0,0.7786429365962189
MrBERT-legal,20251115,10,390,P90,11013.800000000001,11059.000000000007,0.410394232689959
MrBERT-legal,20251115,10,390,P95,19358.94999999991,20348.44999999991,5.111330934787284
