identifier,issue_date,year,section_code,section_name,department_name,char_count,word_count,tokens_BETO,tokens_RoBERTalex,tokens_MEL,tokens_MrBERT-legal
BOE-A-2022-18764,20221115,2022,2B,II. Autoridades y personal. - B. Oposiciones y concursos,ADMINISTRACIÓN LOCAL,1008,159,210,200,231,240
BOE-A-2022-18800,20221115,2022,3,III. Otras disposiciones,"MINISTERIO DE LA PRESIDENCIA, RELACIONES CON LAS CORTES Y MEMORIA DEMOCRÁTICA",29373,4474,6001,5568,6552,6512
BOE-A-2022-18809,20221115,2022,3,III. Otras disposiciones,COMUNIDAD AUTÓNOMA DEL PAÍS VASCO,6759,983,1500,1395,1548,1688
BOE-A-2023-1010,20230116,2023,1,I. Disposiciones generales,"MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN",212273,32402,44622,41811,48978,49861
BOE-A-2023-1011,20230116,2023,1,I. Disposiciones generales,MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO,7276,1088,1471,1326,1650,1598
BOE-A-2023-1013,20230116,2023,1,I. Disposiciones generales,MINISTERIO DE SANIDAD,211178,28341,59568,54762,62110,72526
BOE-A-2023-1021,20230116,2023,2A,"II. Autoridades y personal. - A. Nombramientos, situaciones e incidencias",MINISTERIO DE EDUCACIÓN Y FORMACIÓN PROFESIONAL,3254,480,722,660,781,813
BOE-A-2023-1022,20230116,2023,2A,"II. Autoridades y personal. - A. Nombramientos, situaciones e incidencias","MINISTERIO DE LA PRESIDENCIA, RELACIONES CON LAS CORTES Y MEMORIA DEMOCRÁTICA",507,79,115,115,127,142
BOE-A-2023-1024,20230116,2023,2A,"II. Autoridades y personal. - A. Nombramientos, situaciones e incidencias",COMUNIDAD AUTÓNOMA DE CANARIAS,4779,709,1084,961,1153,1224
BOE-A-2023-1028,20230116,2023,2B,II. Autoridades y personal. - B. Oposiciones y concursos,MINISTERIO DE HACIENDA Y FUNCIÓN PÚBLICA,21193,1452,10597,8201,8277,13092
BOE-A-2023-1062,20230116,2023,2B,II. Autoridades y personal. - B. Oposiciones y concursos,UNIVERSIDADES,38320,5832,8030,7224,8286,8225
BOE-A-2023-1075,20230116,2023,3,III. Otras disposiciones,"MINISTERIO DE TRANSPORTES, MOVILIDAD Y AGENDA URBANA",5969,908,1409,1279,1430,1521
BOE-A-2023-1081,20230116,2023,3,III. Otras disposiciones,MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO,55799,8364,11837,10814,12635,12522
BOE-A-2023-3979,20230215,2023,1,I. Disposiciones generales,TRIBUNAL CONSTITUCIONAL,412,56,91,83,97,107
BOE-A-2023-3980,20230215,2023,1,I. Disposiciones generales,TRIBUNAL CONSTITUCIONAL,939,137,217,197,220,253
BOE-A-2023-3983,20230215,2023,1,I. Disposiciones generales,MINISTERIO DE ASUNTOS ECONÓMICOS Y TRANSFORMACIÓN DIGITAL,4890,582,1251,1169,1258,1776
BOE-A-2023-3984,20230215,2023,2A,"II. Autoridades y personal. - A. Nombramientos, situaciones e incidencias",PRESIDENCIA DEL GOBIERNO,401,60,103,95,104,111
BOE-A-2023-3999,20230215,2023,2A,"II. Autoridades y personal. - A. Nombramientos, situaciones e incidencias",MINISTERIO DE CULTURA Y DEPORTE,396,63,96,89,100,105
BOE-A-2023-4002,20230215,2023,2A,"II. Autoridades y personal. - A. Nombramientos, situaciones e incidencias",MINISTERIO DE ASUNTOS ECONÓMICOS Y TRANSFORMACIÓN DIGITAL,641,100,149,135,160,168
BOE-A-2023-4019,20230215,2023,2B,II. Autoridades y personal. - B. Oposiciones y concursos,MINISTERIO DE DEFENSA,3529,516,741,673,805,821
BOE-A-2023-4066,20230215,2023,2B,II. Autoridades y personal. - B. Oposiciones y concursos,ADMINISTRACIÓN LOCAL,827,125,175,165,196,193
BOE-A-2023-4121,20230215,2023,3,III. Otras disposiciones,"MINISTERIO DE INDUSTRIA, COMERCIO Y TURISMO",9221,1288,2752,1884,2537,2605
BOE-A-2023-4127,20230215,2023,3,III. Otras disposiciones,MINISTERIO DE CIENCIA E INNOVACIÓN,938,147,194,178,211,204
BOE-A-2023-9221,20230415,2023,1,I. Disposiciones generales,COMUNIDAD AUTÓNOMA DE CANARIAS,48800,7274,9758,9139,10677,11030
BOE-A-2023-9222,20230415,2023,1,I. Disposiciones generales,COMUNIDAD FORAL DE NAVARRA,32177,4908,6291,5906,6695,6753
BOE-A-2023-9223,20230415,2023,1,I. Disposiciones generales,COMUNIDAD FORAL DE NAVARRA,11852,1754,2352,2195,2608,2637
BOE-A-2023-9224,20230415,2023,2A,"II. Autoridades y personal. - A. Nombramientos, situaciones e incidencias",CONSEJO GENERAL DEL PODER JUDICIAL,751,122,189,167,192,212
BOE-A-2023-9229,20230415,2023,2A,"II. Autoridades y personal. - A. Nombramientos, situaciones e incidencias",MINISTERIO DE ASUNTOS ECONÓMICOS Y TRANSFORMACIÓN DIGITAL,638,94,153,143,160,181
BOE-A-2023-9230,20230415,2023,2A,"II. Autoridades y personal. - A. Nombramientos, situaciones e incidencias",MINISTERIO DE CIENCIA E INNOVACIÓN,2423,355,539,504,592,635
BOE-A-2023-9252,20230415,2023,2B,II. Autoridades y personal. - B. Oposiciones y concursos,"MINISTERIO DE INCLUSIÓN, SEGURIDAD SOCIAL Y MIGRACIONES",3737,565,744,693,795,829
BOE-A-2023-9254,20230415,2023,2B,II. Autoridades y personal. - B. Oposiciones y concursos,CONSEJO DE SEGURIDAD NUCLEAR,4358,651,914,839,987,972
BOE-A-2023-9278,20230415,2023,3,III. Otras disposiciones,MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO,85445,13253,17829,16676,19572,18682
BOE-A-2023-9284,20230415,2023,3,III. Otras disposiciones,MINISTERIO DE ASUNTOS ECONÓMICOS Y TRANSFORMACIÓN DIGITAL,2355,358,482,458,522,552
BOE-A-2023-11400,20230515,2023,1,I. Disposiciones generales,MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO,7259,1087,1461,1323,1643,1593
BOE-A-2023-11401,20230515,2023,1,I. Disposiciones generales,MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO,7679,1187,1775,1624,1870,1987
BOE-A-2023-11407,20230515,2023,2A,"II. Autoridades y personal. - A. Nombramientos, situaciones e incidencias",MINISTERIO DE POLÍTICA TERRITORIAL,2521,372,559,513,594,650
BOE-A-2023-11409,20230515,2023,2A,"II. Autoridades y personal. - A. Nombramientos, situaciones e incidencias",MINISTERIO DE CULTURA Y DEPORTE,2162,341,463,438,502,498
BOE-A-2023-11415,20230515,2023,2A,"II. Autoridades y personal. - A. Nombramientos, situaciones e incidencias",UNIVERSIDADES,989,147,229,201,246,256
BOE-A-2023-11438,20230515,2023,2B,II. Autoridades y personal. - B. Oposiciones y concursos,MINISTERIO DE SANIDAD,3469,514,714,667,792,790
BOE-A-2023-11440,20230515,2023,2B,II. Autoridades y personal. - B. Oposiciones y concursos,MINISTERIO DE SANIDAD,3466,524,733,682,799,808
BOE-A-2023-11481,20230515,2023,2B,II. Autoridades y personal. - B. Oposiciones y concursos,ADMINISTRACIÓN LOCAL,6027,893,1258,1143,1488,1371
BOE-A-2023-11533,20230515,2023,3,III. Otras disposiciones,MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO,11792,1835,2481,2321,2626,2685
BOE-A-2023-11547,20230515,2023,3,III. Otras disposiciones,MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO,32800,4928,6878,6318,7178,7329
BOE-A-2023-16400,20230715,2023,1,I. Disposiciones generales,MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO,30548,4843,6301,5945,6945,7020
BOE-A-2023-16401,20230715,2023,1,I. Disposiciones generales,COMUNIDAD FORAL DE NAVARRA,93994,13994,18033,16619,19806,19260
BOE-A-2023-16402,20230715,2023,1,I. Disposiciones generales,COMUNIDAD AUTÓNOMA DE EXTREMADURA,99104,14801,19591,18369,21922,22006
BOE-A-2023-16405,20230715,2023,2A,"II. Autoridades y personal. - A. Nombramientos, situaciones e incidencias",PRESIDENCIA DEL GOBIERNO,409,63,114,100,105,119
BOE-A-2023-16407,20230715,2023,2A,"II. Autoridades y personal. - A. Nombramientos, situaciones e incidencias",MINISTERIO DE DEFENSA,2980,409,720,639,728,778
BOE-A-2023-16409,20230715,2023,2A,"II. Autoridades y personal. - A. Nombramientos, situaciones e incidencias",MINISTERIO FISCAL,4281,661,923,860,1010,1010
BOE-A-2023-16429,20230715,2023,2B,II. Autoridades y personal. - B. Oposiciones y concursos,MINISTERIO DE CIENCIA E INNOVACIÓN,3062,452,659,607,718,731
BOE-A-2023-16436,20230715,2023,2B,II. Autoridades y personal. - B. Oposiciones y concursos,UNIVERSIDADES,3036,414,1001,937,951,1126
BOE-A-2023-16450,20230715,2023,3,III. Otras disposiciones,"MINISTERIO DE INDUSTRIA, COMERCIO Y TURISMO",26254,4013,5260,4928,5759,5556
BOE-A-2023-16457,20230715,2023,3,III. Otras disposiciones,MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO,52963,8009,11162,10429,12239,11894
BOE-A-2023-18411,20230815,2023,1,I. Disposiciones generales,COMUNIDAD AUTÓNOMA DE ANDALUCÍA,34077,5283,6388,6047,7072,6960
BOE-A-2023-18412,20230815,2023,1,I. Disposiciones generales,COMUNIDAD AUTÓNOMA DE ANDALUCÍA,13903,2135,2807,2639,2964,3081
BOE-A-2023-18413,20230815,2023,1,I. Disposiciones generales,COMUNIDAD AUTÓNOMA DE LA RIOJA,4497,710,952,898,1040,1074
BOE-A-2023-18414,20230815,2023,2A,"II. Autoridades y personal. - A. Nombramientos, situaciones e incidencias",MINISTERIO DE HACIENDA Y FUNCIÓN PÚBLICA,2535,385,547,514,572,630
BOE-A-2023-18415,20230815,2023,2A,"II. Autoridades y personal. - A. Nombramientos, situaciones e incidencias",MINISTERIO DE POLÍTICA TERRITORIAL,631,98,149,133,154,169
BOE-A-2023-18435,20230815,2023,2B,II. Autoridades y personal. - B. Oposiciones y concursos,ADMINISTRACIÓN LOCAL,779,117,164,158,180,182
BOE-A-2023-18439,20230815,2023,2B,II. Autoridades y personal. - B. Oposiciones y concursos,ADMINISTRACIÓN LOCAL,857,138,185,180,202,212
BOE-A-2023-18459,20230815,2023,2B,II. Autoridades y personal. - B. Oposiciones y concursos,ADMINISTRACIÓN LOCAL,3959,570,790,757,912,879
BOE-A-2023-18464,20230815,2023,3,III. Otras disposiciones,"MINISTERIO DE TRANSPORTES, MOVILIDAD Y AGENDA URBANA",4927,743,1022,941,1099,1068
BOE-A-2023-18472,20230815,2023,3,III. Otras disposiciones,MINISTERIO DE UNIVERSIDADES,15127,2341,3076,2902,3345,3320
BOE-A-2023-21300,20231016,2023,1,I. Disposiciones generales,MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO,7279,1087,1466,1324,1643,1595
BOE-A-2023-21302,20231016,2023,2A,"II. Autoridades y personal. - A. Nombramientos, situaciones e incidencias",MINISTERIO DE HACIENDA Y FUNCIÓN PÚBLICA,2497,367,540,506,564,633
BOE-A-2023-21307,20231016,2023,2A,"II. Autoridades y personal. - A. Nombramientos, situaciones e incidencias",MINISTERIO DE CONSUMO,1473,208,292,260,316,302
BOE-A-2023-21311,20231016,2023,2A,"II. Autoridades y personal. - A. Nombramientos, situaciones e incidencias",UNIVERSIDADES,1760,259,385,357,417,440
BOE-A-2023-21314,20231016,2023,2B,II. Autoridades y personal. - B. Oposiciones y concursos,MINISTERIO DE JUSTICIA,20514,2888,7148,4975,6456,6430
BOE-A-2023-21324,20231016,2023,2B,II. Autoridades y personal. - B. Oposiciones y concursos,"MINISTERIO DE LA PRESIDENCIA, RELACIONES CON LAS CORTES Y MEMORIA DEMOCRÁTICA",6123,881,1287,1191,1421,1423
BOE-A-2023-21371,20231016,2023,2B,II. Autoridades y personal. - B. Oposiciones y concursos,UNIVERSIDADES,38088,5753,8124,7276,8261,8243
BOE-A-2023-21377,20231016,2023,3,III. Otras disposiciones,MINISTERIO DE JUSTICIA,4228,627,940,877,993,1014
BOE-A-2023-21392,20231016,2023,3,III. Otras disposiciones,"MINISTERIO DE TRANSPORTES, MOVILIDAD Y AGENDA URBANA",19394,2917,3717,3514,4112,4108
BOE-A-2023-21410,20231016,2023,3,III. Otras disposiciones,COMUNIDAD DE CASTILLA Y LEÓN,14721,2364,3270,3187,3553,3524
BOE-A-2023-23119,20231115,2023,1,I. Disposiciones generales,"MINISTERIO DE TRANSPORTES, MOVILIDAD Y AGENDA URBANA",23345,3726,4706,4416,5200,4898
BOE-A-2023-23120,20231115,2023,1,I. Disposiciones generales,MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO,26258,4014,5327,5012,5797,5986
BOE-A-2023-23121,20231115,2023,1,I. Disposiciones generales,MINISTERIO DE CULTURA Y DEPORTE,30091,4541,5763,5499,6252,6336
BOE-A-2023-23127,20231115,2023,2A,"II. Autoridades y personal. - A. Nombramientos, situaciones e incidencias",MINISTERIO DE DERECHOS SOCIALES Y AGENDA 2030,2735,416,731,622,725,800
BOE-A-2023-23129,20231115,2023,2A,"II. Autoridades y personal. - A. Nombramientos, situaciones e incidencias",UNIVERSIDADES,1342,191,304,259,339,327
BOE-A-2023-23133,20231115,2023,2A,"II. Autoridades y personal. - A. Nombramientos, situaciones e incidencias",UNIVERSIDADES,1582,233,341,308,382,370
BOE-A-2023-23141,20231115,2023,2B,II. Autoridades y personal. - B. Oposiciones y concursos,MINISTERIO DE DEFENSA,4126,595,851,779,918,942
BOE-A-2023-23157,20231115,2023,2B,II. Autoridades y personal. - B. Oposiciones y concursos,"MINISTERIO DE INCLUSIÓN, SEGURIDAD SOCIAL Y MIGRACIONES",3530,513,737,670,787,836
BOE-A-2023-23190,20231115,2023,3,III. Otras disposiciones,MINISTERIO DE TRABAJO Y ECONOMÍA SOCIAL,137456,21715,28392,26524,30992,30907
BOE-A-2023-23204,20231115,2023,3,III. Otras disposiciones,MINISTERIO DE DERECHOS SOCIALES Y AGENDA 2030,47406,7156,9686,8880,10281,10536
BOE-A-2024-714,20240115,2024,1,I. Disposiciones generales,MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO,7270,1088,1461,1325,1646,1595
BOE-A-2024-715,20240115,2024,1,I. Disposiciones generales,MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO,8965,1376,2030,1866,2169,2284
BOE-A-2024-716,20240115,2024,2A,"II. Autoridades y personal. - A. Nombramientos, situaciones e incidencias",MINISTERIO DE HACIENDA Y FUNCIÓN PÚBLICA,19494,2410,6838,4535,6058,6754
BOE-A-2024-717,20240115,2024,2A,"II. Autoridades y personal. - A. Nombramientos, situaciones e incidencias",MINISTERIO DE HACIENDA Y FUNCIÓN PÚBLICA,4343,641,1067,894,1077,1128
BOE-A-2024-721,20240115,2024,2A,"II. Autoridades y personal. - A. Nombramientos, situaciones e incidencias",MINISTERIO DE SANIDAD,1663,251,347,315,379,378
BOE-A-2024-722,20240115,2024,2B,II. Autoridades y personal. - B. Oposiciones y concursos,"MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN",3918,580,828,775,883,911
BOE-A-2024-753,20240115,2024,2B,II. Autoridades y personal. - B. Oposiciones y concursos,ADMINISTRACIÓN LOCAL,920,146,202,191,218,220
BOE-A-2024-758,20240115,2024,2B,II. Autoridades y personal. - B. Oposiciones y concursos,ADMINISTRACIÓN LOCAL,1407,221,294,281,322,340
BOE-A-2024-771,20240115,2024,3,III. Otras disposiciones,"MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA",9012,1126,2776,2444,2596,3902
BOE-A-2024-772,20240115,2024,3,III. Otras disposiciones,BANCO DE ESPAÑA,552,87,127,121,127,147
BOE-A-2024-2849,20240215,2024,1,I. Disposiciones generales,"MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN",2775,429,597,546,633,664
BOE-A-2024-2850,20240215,2024,1,I. Disposiciones generales,MINISTERIO DE TRANSPORTES Y MOVILIDAD SOSTENIBLE,17422,2718,3421,3214,3847,3804
BOE-A-2024-2851,20240215,2024,1,I. Disposiciones generales,MINISTERIO DE TRANSPORTES Y MOVILIDAD SOSTENIBLE,19508,3031,3919,3792,4337,4433
BOE-A-2024-2855,20240215,2024,2A,"II. Autoridades y personal. - A. Nombramientos, situaciones e incidencias","MINISTERIO DE EDUCACIÓN, FORMACIÓN PROFESIONAL Y DEPORTES",3498,508,769,680,845,865
BOE-A-2024-2857,20240215,2024,2A,"II. Autoridades y personal. - A. Nombramientos, situaciones e incidencias","MINISTERIO DE EDUCACIÓN, FORMACIÓN PROFESIONAL Y DEPORTES",78550,5621,45150,32283,32097,46004
BOE-A-2024-2859,20240215,2024,2A,"II. Autoridades y personal. - A. Nombramientos, situaciones e incidencias","MINISTERIO DE EDUCACIÓN, FORMACIÓN PROFESIONAL Y DEPORTES",2192,331,474,442,503,531
BOE-A-2024-2881,20240215,2024,2B,II. Autoridades y personal. - B. Oposiciones y concursos,MINISTERIO DE DEFENSA,3765,550,787,727,869,879
BOE-A-2024-2891,20240215,2024,2B,II. Autoridades y personal. - B. Oposiciones y concursos,"MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA",3789,558,835,728,910,897
BOE-A-2024-2936,20240215,2024,3,III. Otras disposiciones,"MINISTERIO DE EDUCACIÓN, FORMACIÓN PROFESIONAL Y DEPORTES",22946,3502,4383,4142,4803,4653
BOE-A-2024-2950,20240215,2024,3,III. Otras disposiciones,UNIVERSIDADES,3214,418,741,644,795,817
BOE-A-2024-7294,20240415,2024,1,I. Disposiciones generales,"MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN",3231,494,687,658,732,727
BOE-A-2024-7295,20240415,2024,1,I. Disposiciones generales,"MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN",3100,460,646,604,697,706
BOE-A-2024-7297,20240415,2024,1,I. Disposiciones generales,MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO,7265,1087,1462,1325,1645,1593
BOE-A-2024-7311,20240415,2024,2A,"II. Autoridades y personal. - A. Nombramientos, situaciones e incidencias",MINISTERIO PARA LA TRANSFORMACIÓN DIGITAL Y DE LA FUNCIÓN PÚBLICA,2737,412,661,582,685,719
BOE-A-2024-7322,20240415,2024,2A,"II. Autoridades y personal. - A. Nombramientos, situaciones e incidencias",UNIVERSIDADES,3228,464,671,612,756,721
BOE-A-2024-7328,20240415,2024,2A,"II. Autoridades y personal. - A. Nombramientos, situaciones e incidencias",UNIVERSIDADES,953,141,208,192,234,229
BOE-A-2024-7378,20240415,2024,2B,II. Autoridades y personal. - B. Oposiciones y concursos,ADMINISTRACIÓN LOCAL,718,113,149,144,167,164
BOE-A-2024-7402,20240415,2024,2B,II. Autoridades y personal. - B. Oposiciones y concursos,ADMINISTRACIÓN LOCAL,754,118,162,156,176,182
BOE-A-2024-7466,20240415,2024,3,III. Otras disposiciones,MINISTERIO DEL INTERIOR,18592,2778,3677,3419,3975,3986
BOE-A-2024-7475,20240415,2024,3,III. Otras disposiciones,"MINISTERIO DE DERECHOS SOCIALES, CONSUMO Y AGENDA 2030",7966,1211,1614,1522,1791,1770
BOE-A-2024-9699,20240515,2024,1,I. Disposiciones generales,JEFATURA DEL ESTADO,13742,2073,2784,2632,2989,3188
BOE-A-2024-9700,20240515,2024,1,I. Disposiciones generales,"MINISTERIO DE LA PRESIDENCIA, JUSTICIA Y RELACIONES CON LAS CORTES",16871,2601,3188,3033,3474,3449
BOE-A-2024-9711,20240515,2024,2A,"II. Autoridades y personal. - A. Nombramientos, situaciones e incidencias",MINISTERIO DE INDUSTRIA Y TURISMO,390,67,102,93,104,109
BOE-A-2024-9723,20240515,2024,2A,"II. Autoridades y personal. - A. Nombramientos, situaciones e incidencias",UNIVERSIDADES,1926,285,406,366,443,446
BOE-A-2024-9727,20240515,2024,2B,II. Autoridades y personal. - B. Oposiciones y concursos,"MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN",11819,1733,5049,3974,4326,4695
BOE-A-2024-9735,20240515,2024,2B,II. Autoridades y personal. - B. Oposiciones y concursos,MINISTERIO DE HACIENDA,6561,978,1310,1212,1427,1386
BOE-A-2024-9798,20240515,2024,3,III. Otras disposiciones,"MINISTERIO DE LA PRESIDENCIA, JUSTICIA Y RELACIONES CON LAS CORTES",2193,339,469,439,518,518
BOE-A-2024-9828,20240515,2024,3,III. Otras disposiciones,COMUNIDAD AUTÓNOMA DEL PAÍS VASCO,6404,933,1385,1290,1442,1517
BOE-A-2024-9833,20240515,2024,T,T.C. Sección del Tribunal Constitucional,TRIBUNAL CONSTITUCIONAL,68722,10916,14439,13486,15665,15896
BOE-A-2024-9836,20240515,2024,T,T.C. Sección del Tribunal Constitucional,TRIBUNAL CONSTITUCIONAL,72935,11708,14938,13995,16311,16259
BOE-A-2024-14389,20240715,2024,1,I. Disposiciones generales,MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO,9503,1291,2477,2244,2344,3044
BOE-A-2024-14390,20240715,2024,1,I. Disposiciones generales,MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO,7234,1078,1463,1324,1645,1599
BOE-A-2024-14392,20240715,2024,1,I. Disposiciones generales,COMUNIDAD AUTÓNOMA DE ARAGÓN,166905,26150,33467,31465,36471,35855
BOE-A-2024-14393,20240715,2024,2A,"II. Autoridades y personal. - A. Nombramientos, situaciones e incidencias",CONSEJO GENERAL DEL PODER JUDICIAL,1130,182,260,237,278,282
BOE-A-2024-14395,20240715,2024,2A,"II. Autoridades y personal. - A. Nombramientos, situaciones e incidencias","MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN",2706,390,725,564,704,727
BOE-A-2024-14405,20240715,2024,2A,"II. Autoridades y personal. - A. Nombramientos, situaciones e incidencias",MINISTERIO PARA LA TRANSFORMACIÓN DIGITAL Y DE LA FUNCIÓN PÚBLICA,2755,409,673,555,683,700
BOE-A-2024-14420,20240715,2024,2B,II. Autoridades y personal. - B. Oposiciones y concursos,TRIBUNAL DE CUENTAS,13915,2101,3229,3006,3484,3520
BOE-A-2024-14448,20240715,2024,2B,II. Autoridades y personal. - B. Oposiciones y concursos,ADMINISTRACIÓN LOCAL,739,114,154,148,171,171
BOE-A-2024-14476,20240715,2024,3,III. Otras disposiciones,"MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN",10373,1543,2096,1963,2302,2232
BOE-A-2024-14493,20240715,2024,3,III. Otras disposiciones,MINISTERIO DE HACIENDA,5533,834,1203,1137,1294,1410
BOE-A-2024-14513,20240715,2024,3,III. Otras disposiciones,"MINISTERIO DE EDUCACIÓN, FORMACIÓN PROFESIONAL Y DEPORTES",22880,3472,4372,4177,4812,4680
BOE-A-2024-16885,20240815,2024,1,I. Disposiciones generales,COMUNIDAD AUTÓNOMA DE ANDALUCÍA,34281,5141,6590,6091,7485,7188
BOE-A-2024-16886,20240815,2024,1,I. Disposiciones generales,COMUNIDAD AUTÓNOMA DE ANDALUCÍA,28967,4335,5585,5274,5971,5950
BOE-A-2024-16887,20240815,2024,1,I. Disposiciones generales,COMUNIDAD AUTÓNOMA DE ANDALUCÍA,29711,4407,5583,5258,6010,5955
BOE-A-2024-16888,20240815,2024,2A,"II. Autoridades y personal. - A. Nombramientos, situaciones e incidencias",MINISTERIO DEL INTERIOR,2127,310,472,438,513,542
BOE-A-2024-16902,20240815,2024,2B,II. Autoridades y personal. - B. Oposiciones y concursos,ADMINISTRACIÓN LOCAL,1801,259,345,341,419,387
BOE-A-2024-16915,20240815,2024,2B,II. Autoridades y personal. - B. Oposiciones y concursos,ADMINISTRACIÓN LOCAL,930,145,201,193,223,225
BOE-A-2024-16922,20240815,2024,2B,II. Autoridades y personal. - B. Oposiciones y concursos,ADMINISTRACIÓN LOCAL,1203,181,269,252,281,298
BOE-A-2024-16926,20240815,2024,3,III. Otras disposiciones,MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO,34558,5141,7092,6603,7645,7792
BOE-A-2024-16935,20240815,2024,3,III. Otras disposiciones,BANCO DE ESPAÑA,1160,112,400,373,393,545
BOE-A-2024-16937,20240815,2024,3,III. Otras disposiciones,CONSEJO DE TRANSPARENCIA Y BUEN GOBIERNO,10604,1623,2390,2169,2547,2644
BOE-A-2024-20998,20241015,2024,1,I. Disposiciones generales,"MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN",226860,31413,54421,50923,55423,63830
BOE-A-2024-20999,20241015,2024,1,I. Disposiciones generales,"MINISTERIO DE EDUCACIÓN, FORMACIÓN PROFESIONAL Y DEPORTES",1461817,205674,296316,271862,326342,311727
BOE-A-2024-21004,20241015,2024,2A,"II. Autoridades y personal. - A. Nombramientos, situaciones e incidencias","MINISTERIO DE AGRICULTURA, PESCA Y ALIMENTACIÓN",3026,447,705,606,739,750
BOE-A-2024-21010,20241015,2024,2A,"II. Autoridades y personal. - A. Nombramientos, situaciones e incidencias",UNIVERSIDADES,1273,184,318,295,332,352
BOE-A-2024-21014,20241015,2024,2A,"II. Autoridades y personal. - A. Nombramientos, situaciones e incidencias",UNIVERSIDADES,3316,483,872,771,881,901
BOE-A-2024-21027,20241015,2024,2B,II. Autoridades y personal. - B. Oposiciones y concursos,COMISIÓN NACIONAL DE LOS MERCADOS Y LA COMPETENCIA,4255,647,846,801,959,950
BOE-A-2024-21033,20241015,2024,2B,II. Autoridades y personal. - B. Oposiciones y concursos,ADMINISTRACIÓN LOCAL,814,129,169,162,189,185
BOE-A-2024-21047,20241015,2024,2B,II. Autoridades y personal. - B. Oposiciones y concursos,ADMINISTRACIÓN LOCAL,721,115,154,151,170,170
BOE-A-2024-21095,20241015,2024,3,III. Otras disposiciones,MINISTERIO DE DEFENSA,18475,2816,3681,3457,4011,3989
BOE-A-2024-21114,20241015,2024,3,III. Otras disposiciones,MINISTERIO DE SANIDAD,27648,3939,5702,5263,6144,6012
BOE-A-2024-23756,20241115,2024,1,I. Disposiciones generales,MINISTERIO DE HACIENDA,18340,2737,3494,3273,3893,3937
BOE-A-2024-23758,20241115,2024,1,I. Disposiciones generales,"MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA",10200,1547,2607,2373,2717,3277
BOE-A-2024-23764,20241115,2024,2A,"II. Autoridades y personal. - A. Nombramientos, situaciones e incidencias","MINISTERIO DE EDUCACIÓN, FORMACIÓN PROFESIONAL Y DEPORTES",25682,2098,13239,9864,10223,14344
BOE-A-2024-23768,20241115,2024,2A,"II. Autoridades y personal. - A. Nombramientos, situaciones e incidencias",MINISTERIO PARA LA TRANSFORMACIÓN DIGITAL Y DE LA FUNCIÓN PÚBLICA,6912,1001,1962,1543,1898,2025
BOE-A-2024-23775,20241115,2024,2A,"II. Autoridades y personal. - A. Nombramientos, situaciones e incidencias",UNIVERSIDADES,2188,317,466,427,516,524
BOE-A-2024-23797,20241115,2024,2B,II. Autoridades y personal. - B. Oposiciones y concursos,ADMINISTRACIÓN LOCAL,741,112,156,147,182,170
